MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,SEMIMAJOR_AXIS,PERIOD,APOAPSIS,PERIAPSIS,AP_DIFF,SEMIMINOR_AXIS,ORBITAL_VELOCITY,TARGET,RCS_SIZE_MEDIUM,RCS_SIZE_SMALL
14.52153842,0.0036667,74.0229,353.0994,116.1883,244.3056,45446,0.00048116,1.939e-05,0.0,7096.76,99.163,744.646,692.603,52.043000000000006,7096.712292974485,7.494433816044841,1,0,1
14.6721721,0.0070161,73.9684,115.6738,327.3893,32.2952,40281,0.00031965,1.833e-05,0.0,7048.103,98.145,719.418,620.518,98.89999999999998,7047.92952410693,7.520258457937373,1,0,1
14.21768723,0.0149211,86.4333,70.9273,284.4992,73.9683,64745,0.0010531,2.61e-05,0.0,7197.514,101.282,926.774,711.984,214.79,7196.712730928837,7.441793739219525,1,0,1
14.15853938,0.0182166,86.2399,352.1443,52.6064,309.1549,48117,0.0013054,3.035e-05,0.0,7217.546,101.705,970.89,707.932,262.958,7216.348349105335,7.4314593684262515,1,0,1
13.76790076,0.0363967,94.6697,127.7203,27.7089,334.2954,37920,0.001149,1.832e-05,0.0,7353.431,104.591,1242.937,707.655,535.2819999999999,7348.55876816501,7.36247574492667,1,0,1
14.14653899,0.0029074,98.6735,340.811,76.5072,283.9338,68984,0.00017197,2.9e-06,0.0,7221.627,101.792,864.488,822.496,41.99200000000008,7221.59647782012,7.429359282703668,1,0,1
14.06022693,0.0063415,99.1201,265.8507,262.5476,96.8483,45058,0.00084323,1.362e-05,0.0,7251.151,102.417,918.999,827.033,91.966,7251.005197384964,7.414219056590112,1,0,1
14.31064156,0.0079834,98.661,14.1628,113.2607,247.7006,68266,0.00071527,1.908e-05,0.0,7166.313,100.624,845.39,730.966,114.42399999999998,7166.084625044084,7.457976344132407,1,0,1
14.52065803,0.015406,98.6172,46.1936,177.815,182.3751,69790,0.0014273,6.694e-05,0.0,7097.046,99.169,828.248,609.574,218.6740000000001,7096.203726410235,7.49428280746565,1,0,1
14.5091597,0.017838,97.7187,138.4851,235.4254,191.272,43834,0.0024136,0.0001168,0.0,7100.795,99.248,849.324,595.996,253.328,7099.665194070001,7.492304171574327,1,0,1
14.51074503,0.0214166,98.4712,41.4342,109.1175,253.3341,49909,0.0008997,4.75e-05,0.0,7100.278,99.237,874.207,570.079,304.12800000000004,7098.649468301143,7.492576939115794,1,0,1
14.77879761,0.0177433,98.6758,276.8781,243.3571,114.937,72454,0.00051738,4.77e-05,0.0,7014.162,97.437,760.481,511.572,248.909,7013.057797379816,7.538431481259054,1,0,1
15.05680197,0.0131588,98.3558,153.7911,66.9747,294.5293,73207,0.0007609,0.00013309,0.0,6927.556,95.638,640.579,458.262,182.31699999999995,6926.956206958511,7.585406601446687,1,0,1
14.23743891,0.006487,98.5925,332.4283,173.2704,186.9361,43461,0.00021591,4.61e-06,0.0,7190.856,101.142,859.368,766.074,93.2940000000001,7190.704698594953,7.445238113508668,1,0,1
14.16579862,0.0033558,98.6871,332.2841,146.5723,334.0537,68467,0.00021053,3.79e-06,0.0,7215.08,101.653,861.157,812.732,48.42500000000007,7215.039373957611,7.432729237449727,1,0,1
14.3970149,0.0121441,98.8376,206.4635,202.2982,281.3098,72830,9.1647e-05,2.62e-06,0.0,7137.622,100.021,846.167,672.807,173.36,7137.095655327422,7.472950673152018,1,0,1
14.04524263,0.0137415,98.8162,320.5884,330.1387,29.199,68077,4.3275e-05,3.1e-07,0.0,7256.307,102.526,977.885,778.46,199.42499999999995,7255.621867702944,7.411584485961706,1,0,1
14.18163422,0.0159211,98.5838,318.1118,59.7857,301.8977,42827,0.00012735,2.55e-06,0.0,7209.708,101.54,946.359,716.786,229.5730000000001,7208.794178557545,7.435497809107886,1,0,1
14.4510812,0.012185,96.664,207.5998,193.2336,166.5655,72299,0.00077555,2.939e-05,0.0,7119.808,99.647,828.428,654.918,173.51,7119.279426391908,7.482293620156409,1,0,1
14.07974319,0.0024749,99.5299,276.2551,51.1349,309.2021,42974,0.00018805,2.71e-06,0.0,7244.449,102.275,884.243,848.385,35.85800000000006,7244.426813370038,7.417647792790641,1,0,1
15.17092335,0.0137318,97.8001,136.3547,226.2898,132.6895,45668,0.00081221,0.00020517,0.0,6892.771,94.918,609.286,419.986,189.29999999999995,6892.121110878172,7.604522738456946,1,0,1
14.16811194,0.0068102,98.7991,348.742,64.2166,296.6015,38606,0.00049582,9.72e-06,0.0,7214.294,101.637,885.29,787.029,98.26099999999995,7214.126702824216,7.433134125721807,1,0,1
14.37517835,0.0051802,98.753,44.1596,58.5231,0.3996,67732,0.0011044,3.315e-05,0.0,7144.848,100.173,803.725,729.702,74.02300000000002,7144.752135244932,7.469170802559156,1,0,1
14.69661616,0.017328,97.944,86.4771,8.485,351.922,74249,0.00033202,2.431e-05,0.0,7040.286,97.982,784.145,540.156,243.98900000000003,7039.228963974943,7.5244322622102,1,0,1
14.68113477,0.0046636,99.9533,233.2911,161.5377,323.4442,73276,0.0011185,6.468e-05,0.0,7045.234,98.085,699.955,634.243,65.71199999999999,7045.1573856052,7.521789523152973,1,0,1
14.0398104,0.0160695,98.0198,13.3184,340.3028,19.198,70903,0.0011967,2.084e-05,0.0,7258.179,102.565,996.679,763.409,233.27,7257.2418039568765,7.410628641466422,1,0,1
14.03197925,0.0161254,98.3154,267.3203,38.1055,323.1388,40002,0.00012317,1.77e-06,0.0,7260.879,102.623,999.829,765.66,234.169,7259.934920795261,7.409250670716225,1,0,1
14.1182052,0.0026915,98.8227,338.1811,113.025,247.3764,42647,0.00016496,2.59e-06,0.0,7231.286,101.996,872.614,833.688,38.926000000000045,7231.259807611877,7.424395839114766,1,0,1
14.18191121,0.0056236,98.9846,68.0607,49.0575,311.5448,39723,0.00028663,5.53e-06,0.0,7209.614,101.538,872.023,790.935,81.08800000000008,7209.499997520824,7.435546281502932,1,0,1
14.21980587,0.0062278,98.3368,17.0526,46.9198,313.7169,9852,0.00043942,9.49e-06,0.0,7196.799,101.267,863.485,773.844,89.64099999999996,7196.65943294865,7.442163400118284,1,0,1
14.08078855,0.0135837,98.3571,240.3535,49.3313,311.9572,41582,0.001605,2.936e-05,0.0,7244.09,102.267,964.357,767.554,196.803,7243.421640632007,7.417831591070772,1,0,1
14.08209248,0.014069,98.3023,222.5599,342.2206,17.4069,35800,0.0013865,2.552e-05,0.0,7243.643,102.258,967.419,763.597,203.822,7242.9260729050575,7.4180604620663,1,0,1
14.18524011,0.0052914,99.0678,41.5039,198.9233,160.9976,43284,0.0015542,3.214e-05,0.0,7208.486,101.514,868.494,792.208,76.28600000000006,7208.385084403965,7.436128024195884,1,0,1
14.48265332,0.0065001,98.8764,189.5091,313.8944,45.6891,67786,0.0010377,3.929e-05,0.0,7109.457,99.429,777.534,685.11,92.42399999999998,7109.306806513208,7.487738554365521,1,0,1
14.18246478,0.0085821,98.6685,333.7534,308.0143,227.3377,66495,0.00020407,3.91e-06,0.0,7209.426,101.534,893.163,769.419,123.74400000000004,7209.160499201787,7.435643229137036,1,0,1
14.33300101,0.0076269,98.6946,23.0293,86.6212,274.3693,36790,0.00082829,2.312e-05,0.0,7158.858,100.467,835.323,726.123,109.19999999999992,7158.649783005901,7.461858579705306,1,0,1
14.24614366,0.0236253,99.0942,86.6465,221.7757,206.5976,47412,0.0022619,6.98e-05,0.0,7187.927,101.08,979.608,639.975,339.6329999999999,7185.920732030027,7.446754884710524,1,0,1
14.17754344,0.0070776,98.6663,331.0615,313.8417,45.6922,42837,0.00016395,2.99e-06,0.0,7211.094,101.569,883.997,781.922,102.07499999999992,7210.913387157138,7.434783209131447,1,0,1
14.18927968,0.0299572,98.4513,335.9942,19.3775,100.747,65952,5.7217e-05,1.37e-06,0.0,7207.118,101.485,1044.888,613.078,431.81,7203.883318347285,7.436833725175147,1,0,1
14.08088977,0.0076761,99.0665,16.7702,321.5249,161.9984,38029,0.0012088,2.07e-05,0.0,7244.056,102.266,921.527,810.315,111.212,7243.842577870678,7.417848998858493,1,0,1
13.89334163,0.0109204,99.0356,320.5079,336.6004,84.005,64805,0.00012291,1.14e-06,0.0,7309.102,103.647,1010.785,851.149,159.63599999999997,7308.666163028554,7.384768348709662,1,0,1
14.29861945,0.0045717,98.7426,14.9213,152.3719,207.9906,66492,0.00066862,1.695e-05,0.0,7170.329,100.709,824.975,759.414,65.56100000000004,7170.254068089757,7.455887498000763,1,0,1
15.13224849,0.0096074,99.5966,43.323,76.6768,284.5148,53509,0.00084869,0.00016823,0.0,6904.51,95.161,592.709,460.041,132.66799999999995,6904.191342140394,7.598055409960071,1,0,1
14.50841115,0.0249108,98.2488,52.991,148.9256,212.6948,42852,0.0015708,9.224e-05,0.0,7101.04,99.253,899.797,546.012,353.7850000000001,7098.836390154542,7.492174920763502,1,0,1
14.39268297,0.0051195,99.5131,163.3336,318.9786,40.7553,52508,0.0004834,1.47e-05,0.0,7139.054,100.051,797.467,724.371,73.096,7138.960444653489,7.472201147931245,1,0,1
14.57513093,0.0089639,98.9788,311.7989,31.5157,329.1366,74335,0.00063398,2.988e-05,0.0,7079.352,98.798,764.676,637.759,126.91700000000004,7079.067575998934,7.503642497906939,1,0,1
13.73211688,0.0199526,99.6998,71.091,300.8599,57.3055,41540,0.00077947,7.85e-06,0.0,7366.2,104.864,1135.04,841.09,293.94999999999993,7364.733588921177,7.356091705030353,1,0,1
14.61443348,0.0204269,98.8883,42.0455,45.2238,316.5375,75185,0.00010956,6.62e-06,0.0,7066.654,98.533,832.869,544.17,288.69900000000007,7065.179536357806,7.510381082275737,1,0,1
14.15041514,0.018715,99.5063,313.8298,294.1596,64.0108,43299,0.00015502,3.03e-06,0.0,7220.308,101.764,977.301,707.045,270.2560000000001,7219.043428399927,7.430037846374469,1,0,1
14.14484501,0.0028163,98.6436,352.5965,76.1579,284.2725,51438,0.00028599,5.08e-06,0.0,7222.203,101.804,864.408,823.728,40.680000000000064,7222.174358326669,7.429063016019296,1,0,1
14.08095789,0.0038857,98.7111,312.694,102.3627,258.1896,42779,0.00017259,2.54e-06,0.0,7244.032,102.266,894.045,837.749,56.295999999999935,7243.977312189209,7.417861286782435,1,0,1
14.24703158,0.0011983,98.9355,319.9192,254.0714,135.2249,39927,0.00068263,1.544e-05,0.0,7187.628,101.074,818.106,800.88,17.226,7187.622839558362,7.44690977284295,1,0,1
14.31171282,0.0187282,99.2505,305.2924,284.6192,73.4289,43391,0.00013692,3.8e-06,0.0,7165.955,100.617,922.026,653.615,268.41099999999994,7164.698176638046,7.458162636272487,1,0,1
14.77797229,0.0103272,99.5632,117.3719,297.793,61.2836,50212,0.00075926,5.884e-05,0.0,7014.423,97.442,708.727,563.848,144.87900000000002,7014.04894220276,7.53829123102611,1,0,1
14.5269253,0.0101377,96.743,246.7182,279.9675,79.0096,39816,0.001401,6.112e-05,0.0,7095.005,99.126,788.797,644.943,143.85400000000004,7094.64040329498,7.495360659513754,1,0,1
14.54521222,0.0118356,99.0913,64.4274,56.5543,304.6901,46673,0.00031412,1.411e-05,0.0,7089.057,99.002,794.825,627.019,167.80600000000004,7088.560459998785,7.49850445265312,1,0,1
13.81305952,0.0216199,98.6276,213.8201,353.1086,6.7109,72088,0.0012492,1.544e-05,0.0,7337.395,104.249,1117.894,800.627,317.26700000000005,7335.679976703189,7.370516761075203,1,0,1
14.16892715,0.0029841,98.9607,354.6352,79.94,280.5138,68384,0.0021314,4.25e-05,0.0,7214.018,101.631,857.41,814.355,43.05499999999995,7213.985880044264,7.43327631592681,1,0,1
14.23296858,0.0251636,98.4702,329.3715,299.2506,58.3726,48594,0.00017201,4.89e-06,0.0,7192.362,101.174,995.212,633.241,361.971,7190.084513275689,7.44445859798895,1,0,1
14.12688117,0.01306,98.1939,287.4075,150.9082,209.945,36678,0.00014834,2.6e-06,0.0,7228.325,101.933,944.592,755.788,188.804,7227.708529145022,7.425916342495898,1,0,1
14.45759387,0.018326,99.1091,35.9252,284.0868,74.0015,70691,0.00019598,7.92e-06,0.0,7117.67,99.602,869.973,609.096,260.87699999999995,7116.474692386557,7.483417298455486,1,0,1
14.04625114,0.0106151,99.8392,48.1507,106.3241,254.9627,40099,0.00095087,1.549e-05,0.0,7255.96,102.518,954.848,800.802,154.04599999999994,7255.551186434388,7.411761705038815,1,0,1
13.8529534,0.0154099,98.9253,131.3724,83.2501,278.6164,67690,0.00085766,1.029e-05,0.0,7323.302,103.949,1058.018,832.315,225.703,7322.432434353418,7.377605282581936,1,0,1
13.29226178,0.0515874,99.8052,52.8727,244.2506,110.4519,45773,0.00051261,4.48e-06,0.0,7527.82,108.334,1538.026,761.345,776.681,7517.796584309168,7.276696723385971,1,0,1
14.34193017,0.0359194,99.0569,140.7194,64.4519,299.3342,68298,0.0003886,2.202e-05,0.0,7155.886,100.405,1034.787,520.716,514.071,7151.268236202956,7.463407957487631,1,0,1
14.1836119,0.0059211,98.6748,332.5886,300.5557,58.9784,39906,0.00014424,2.59e-06,0.0,7209.037,101.526,873.588,788.217,85.37099999999998,7208.910626545577,7.435843840272601,1,0,1
14.14121586,0.0056757,98.5748,334.2034,54.9831,305.6651,70184,0.00015957,2.67e-06,0.0,7223.439,101.83,886.302,804.306,81.99599999999998,7223.322652682299,7.428427396702975,1,0,1
14.16650971,0.0043089,98.7454,8.9502,104.8445,20.278,42809,0.00037004,7.02e-06,0.0,7214.838,101.648,867.791,805.615,62.176000000000045,7214.771022114206,7.432853890656947,1,0,1
13.43366833,0.061876,99.5721,106.1321,218.7136,136.8083,34463,0.0017753,3.205e-05,0.0,7474.901,107.193,1559.283,634.249,925.034,7460.577927232419,7.302409196007162,1,0,1
14.6378081,0.0099703,98.9136,312.9235,219.1663,140.2292,44142,0.00030152,1.628e-05,0.0,7059.129,98.375,751.376,610.613,140.76299999999992,7058.778128277937,7.514383032397164,1,0,1
14.81042651,0.0112986,99.5595,133.7891,230.2829,128.8377,73461,0.0010589,9.095e-05,0.0,7004.172,97.229,705.174,546.9,158.274,7003.724915168812,7.543805570907685,1,0,1
14.304328,0.0062624,99.613,158.931,116.8783,243.8815,43337,0.00032364,8.08e-06,0.0,7168.422,100.669,835.178,745.395,89.78300000000002,7168.281434275821,7.456879168968467,1,0,1
14.04437489,0.0065157,98.9745,348.5611,30.7111,329.7844,42421,0.00063065,9.8e-06,0.0,7256.606,102.532,925.753,831.189,94.56400000000008,7256.451961132345,7.411431791534769,1,0,1
14.44104091,0.0111978,98.7101,352.5428,188.9434,170.9763,71718,0.00093231,3.398e-05,0.0,7123.108,99.716,824.736,665.21,159.52599999999995,7122.661400162076,7.480560217448467,1,0,1
13.90098933,0.0103784,98.9547,318.4912,342.1919,17.5614,67014,0.00012473,1.18e-06,0.0,7306.421,103.59,1004.115,852.457,151.65800000000002,7306.027497765858,7.3861230987348145,1,0,1
14.47462348,0.0220919,99.1679,287.822,292.8905,64.91,43746,0.0014582,7.222e-05,0.0,7112.086,99.484,891.07,576.831,314.23900000000003,7110.350254130146,7.486354496005407,1,0,1
14.44531334,0.0145173,98.9768,262.1166,273.5117,84.9478,43582,0.00032697,1.228e-05,0.0,7121.703,99.686,846.956,640.18,206.77600000000007,7120.952503882978,7.481298079500773,1,0,1
14.42702876,0.0126861,99.0399,274.3618,238.1431,120.7359,69168,0.00025484,8.79e-06,0.0,7127.719,99.813,840.007,659.161,180.846,7127.145419590382,7.478140197564047,1,0,1
14.12480394,0.0232896,98.6812,350.5558,333.1171,204.5293,67968,0.0002653,5.87e-06,0.0,7229.033,101.948,1019.26,682.537,336.723,7227.0722005624975,7.425552692371062,1,0,1
13.90602463,0.0126813,98.4589,204.2125,72.2041,289.2909,71228,0.0010792,1.398e-05,0.0,7304.657,103.552,1019.155,833.89,185.265,7304.069625826395,7.387014881514022,1,0,1
13.40775515,0.0355141,98.9018,79.0669,238.0391,300.4547,68092,0.00026551,1.73e-06,0.0,7484.529,107.401,1372.2,840.587,531.613,7479.807574843271,7.297710822803831,1,0,1
14.10249823,0.000683,98.8161,332.3616,180.416,355.2395,65831,9.5457e-05,1.26e-06,0.0,7236.654,102.11,863.462,853.576,9.885999999999967,7236.652312090059,7.421641696775381,1,0,1
13.32056354,0.0385367,100.2278,340.6425,344.2452,14.695,65814,0.00065336,4.3e-06,0.0,7517.154,108.104,1428.705,849.333,579.372,7511.570148933819,7.281857302485375,1,0,1
13.16645299,0.0550485,102.0587,18.9107,167.3854,194.1691,39806,0.0012117,9.56e-06,0.0,7575.698,109.369,1614.594,780.532,834.062,7564.210830588096,7.253666113576313,1,0,1
14.22202552,0.0057516,98.9309,60.7193,28.6523,32.5547,69536,0.00076396,1.678e-05,0.0,7196.051,101.251,859.304,776.527,82.77699999999993,7195.931973084639,7.442550181254973,1,0,1
14.17609968,0.0068197,99.026,299.7718,108.2083,252.653,71131,0.0010762,2.193e-05,0.0,7211.584,101.579,882.63,784.268,98.36199999999997,7211.416298764857,7.43453062206754,1,0,1
14.32377006,0.0079219,98.797,348.7204,60.0924,300.8098,43229,0.00042468,1.143e-05,0.0,7161.933,100.532,840.535,727.062,113.47299999999996,7161.708267551329,7.460256520696742,1,0,1
13.93643512,0.0106306,99.0327,342.3653,328.2112,31.2661,69593,0.00060198,7.85e-06,0.0,7294.027,103.326,993.432,838.352,155.08000000000004,7293.614840612798,7.392395680053594,1,0,1
14.10294995,0.0068124,99.0247,251.992,201.0626,287.5228,68786,0.00095222,1.681e-05,0.0,7236.499,102.106,907.662,809.066,98.596,7236.331079456911,7.421721179153749,1,0,1
13.97243498,0.0141041,98.4392,243.8192,184.8735,330.9405,68343,0.00073019,1.074e-05,0.0,7281.493,103.06,1006.057,800.659,205.398,7280.768726163074,7.398755395585387,1,0,1
14.84887273,0.0157656,98.4503,193.9831,150.4317,210.5927,70228,0.0006499,6.845e-05,0.0,6992.077,96.977,724.176,503.707,220.46900000000005,6991.207991143186,7.550327445908686,1,0,1
14.79407407,0.0083851,98.5873,133.0273,309.968,170.4713,73535,0.0016414,0.00012949,0.0,7009.332,97.336,689.971,572.423,117.548,7009.085582945497,7.541028330270066,1,0,1
13.49156602,0.0318124,101.8717,262.4614,144.594,217.6764,40899,0.0014256,1.165e-05,0.0,7453.5,106.733,1312.479,838.251,474.22800000000007,7449.727466973231,7.312885270356234,1,0,1
14.69801742,0.0092239,99.1111,54.101,186.2906,173.7146,44562,0.0010339,6.529e-05,0.0,7039.838,97.972,726.638,596.768,129.87,7039.5385177555,7.524671677664452,1,0,1
14.10911828,0.0051769,99.1486,324.7112,238.491,121.1197,41913,0.00068467,1.197e-05,0.0,7234.39,102.062,893.707,818.803,74.904,7234.29305746243,7.422802906111301,1,0,1
14.28792027,0.0073858,98.4066,104.7436,34.8432,325.7554,43279,0.00082024,2.087e-05,0.0,7173.908,100.784,848.758,742.788,105.97000000000004,7173.712328841435,7.454027427425081,1,0,1
14.99460346,0.0131167,98.9537,263.1987,257.1373,101.5166,74397,0.0006499,9.468e-05,0.0,6946.7,96.035,659.682,477.447,182.235,6946.102392002865,7.574947303546315,1,0,1
14.67558298,0.0181142,98.9886,104.7635,346.3961,13.2393,71722,0.00012666,8.46e-06,0.0,7047.011,98.122,796.527,541.225,255.302,7045.854757574325,7.520841102417742,1,0,1
14.2153909,0.0054335,103.2914,27.9278,338.9585,20.934,39119,0.0013457,2.909e-05,0.0,7198.289,101.299,859.266,781.043,78.22299999999996,7198.182741952492,7.441393120031271,1,0,1
14.93565637,0.0041078,98.9803,95.295,85.3254,275.2652,78791,0.002341,0.00025101,0.0,6964.965,96.414,615.441,558.22,57.221,6964.906236269823,7.565008471228402,1,0,1
14.66128789,0.0074451,98.9353,334.6841,280.7754,78.5072,73462,0.0006731,3.793e-05,0.0,7051.591,98.218,725.955,620.956,104.99900000000002,7051.39556416067,7.518398317013975,1,0,1
14.16934899,0.0088991,98.5388,34.7028,329.641,29.9628,43008,0.0010118,2.069e-05,0.0,7213.874,101.628,899.936,771.542,128.394,7213.58834664482,7.433350505360108,1,0,1
14.2992647,0.0065842,98.3981,96.5067,6.5332,353.6694,50564,0.00069486,1.791e-05,0.0,7170.114,100.704,839.188,744.769,94.41899999999998,7169.958580037146,7.4559992817043,1,0,1
14.14355151,0.0037817,98.9408,340.493,50.8577,309.5946,70207,-2.36e-06,-4.9e-07,0.0,7222.644,101.813,871.823,817.195,54.62799999999993,7222.592353378935,7.428836210793857,1,0,1
14.22435302,0.0054549,98.8357,7.292,337.9151,84.1198,69683,0.00069597,1.529e-05,0.0,7195.266,101.235,856.38,777.881,78.49900000000002,7195.158948273497,7.44295615947386,1,0,1
14.4768707,0.0134377,98.2295,349.6007,240.0363,118.7434,72498,0.00033904,1.351e-05,0.0,7111.35,99.469,828.775,637.655,191.12,7110.707916444711,7.48674189181289,1,0,1
14.37281233,0.0098437,98.9199,156.76,345.2994,14.5333,76225,0.00012639,3.48e-06,0.0,7145.632,100.189,837.837,697.158,140.67899999999997,7145.285791353057,7.468761042405009,1,0,1
14.68432634,0.0059803,99.6066,354.3487,75.8479,284.9357,75335,0.001453,8.583e-05,0.0,7044.213,98.064,708.205,623.952,84.25300000000004,7044.087034298813,7.522334613771646,1,0,1
13.64757703,0.023844,99.2489,151.3782,313.4893,44.6644,37594,0.00060532,5.48e-06,0.0,7396.589,105.513,1194.818,842.089,352.7289999999999,7394.486086257308,7.340964843683478,1,0,1
14.09492221,0.0058337,99.3575,177.5297,42.8988,317.6709,71908,0.00077838,1.334e-05,0.0,7239.247,102.164,903.343,818.88,84.46299999999997,7239.123815723409,7.420312412079633,1,0,1
13.91736887,0.0153712,98.5625,309.1678,68.9872,292.7655,66607,0.0008098,1.095e-05,0.0,7300.687,103.468,1034.773,810.332,224.44099999999992,7299.824468557094,7.389023080423697,1,0,1
13.47170256,0.0311623,100.058,327.3411,288.552,81.2995,37824,0.00080124,6.07e-06,0.0,7460.825,106.891,1315.186,850.193,464.993,7457.201557789971,7.309294512029424,1,0,1
14.49895714,0.0122784,98.8843,243.0577,192.1277,167.6953,69028,0.00037015,1.52e-05,0.0,7104.126,99.317,813.218,638.764,174.45399999999995,7103.590473971058,7.490547460661501,1,0,1
14.02906976,0.0075175,99.011,348.8785,33.9174,326.6766,44715,0.00022346,3.11e-06,0.0,7261.883,102.644,938.339,829.157,109.18200000000002,7261.677802407392,7.4087384657682,1,0,1
14.02258099,0.0068512,99.1753,357.1313,134.3692,39.0901,66650,0.0010413,1.584e-05,0.0,7264.123,102.692,935.756,836.22,99.53599999999994,7263.952512877299,7.407596080532333,1,0,1
14.2705776,0.0065879,98.7929,349.1488,163.3069,197.03,78709,0.00028183,6.58e-06,0.0,7179.719,100.907,848.884,754.285,94.59900000000005,7179.563196876449,7.451010309248721,1,0,1
14.64192559,0.0152262,97.7752,130.1853,79.2768,342.3139,73783,0.00029336,1.779e-05,0.0,7057.806,98.348,787.134,572.207,214.927,7056.987821704055,7.515087292538744,1,0,1
14.34878189,0.024458,97.8611,233.9978,346.2527,13.2078,72690,0.00054771,2.136e-05,0.0,7153.608,100.357,950.436,600.51,349.92600000000004,7151.468058079298,7.464596189358793,1,0,1
14.44977702,0.0203141,97.7836,317.939,111.5397,61.2616,73210,0.00028515,1.237e-05,0.0,7120.236,99.656,886.743,597.46,289.283,7118.76672064562,7.482068735068642,1,0,1
14.48951622,0.0009957,81.1865,157.7362,165.6815,313.6313,92216,0.00097669,3.714e-05,0.0,7107.212,99.382,736.153,722.0,14.15300000000002,7107.208476888432,7.488921060656035,1,0,1
14.43424789,0.0010119,81.2005,159.582,202.2428,157.8323,42858,0.00059414,2.02e-05,0.0,7125.342,99.763,754.417,739.997,14.420000000000073,7125.338352031987,7.479387439943826,1,0,1
14.21221795,0.0010563,81.2101,13.8609,134.0743,226.1305,43278,0.00058133,1.278e-05,0.0,7199.361,101.321,828.83,813.621,15.20900000000006,7199.356983584484,7.440839079860118,1,0,1
14.21161486,0.001779,81.1958,11.1702,113.666,246.6386,40675,0.0013477,2.946e-05,0.0,7199.564,101.326,834.237,808.621,25.615999999999985,7199.552607253321,7.440734177606254,1,0,1
14.32960607,0.0018321,81.1919,312.0128,45.8762,314.3925,39518,0.0012622,3.47e-05,0.0,7159.989,100.491,794.972,768.736,26.23599999999999,7159.976983414709,7.461269214599245,1,0,1
14.79447226,0.0019054,98.2545,350.2512,68.2831,292.0405,69566,0.0018087,0.00013512,0.0,7009.207,97.334,644.427,617.716,26.711000000000013,7009.194276353159,7.541095572137705,1,0,1
14.48763164,0.0019831,98.5212,288.3842,1.884,56.7404,92987,0.00028657,1.038e-05,0.0,7107.828,99.395,743.789,715.597,28.192000000000007,7107.814023559812,7.488596539907368,1,0,1
14.46206047,0.0027758,98.5721,287.5659,72.6428,341.8129,85007,0.00029041,9.98e-06,0.0,7116.204,99.571,757.822,718.316,39.50599999999997,7116.176584537726,7.484188083329228,1,0,1
14.80185372,0.0019199,98.2521,351.7443,45.4194,314.858,69876,0.0012382,9.391e-05,0.0,7006.876,97.285,642.194,615.289,26.904999999999973,7006.863086259543,7.542349828104621,1,0,1
14.52102748,0.0019486,98.3675,275.2339,233.2001,190.9862,59255,0.00029624,1.156e-05,0.0,7096.926,99.167,732.62,704.962,27.65800000000001,7096.912526324306,7.49434616659715,1,0,1
15.22805153,0.0002198,97.5746,30.2558,314.6172,45.4884,42574,0.00034664,8.035e-05,0.0,6875.521,94.562,498.897,495.875,3.021999999999992,6875.520833914775,7.614056259053657,1,0,1
14.68868116,0.0143074,98.0264,62.4598,344.4774,15.2065,90559,0.00029396,1.951e-05,0.0,7042.821,98.035,765.45,563.921,201.529,7042.100124409702,7.523077964513899,1,0,1
14.58441924,0.0175348,97.7529,271.4793,220.8258,258.6959,90187,0.00025822,1.43e-05,0.0,7076.346,98.736,822.294,574.129,248.165,7075.258037103964,7.505236085504327,1,0,1
15.17238278,0.0013851,97.3569,342.0135,78.4447,281.8341,84606,9.8265e-05,1.893e-05,0.0,6892.329,94.909,523.74,504.647,19.093000000000018,6892.322388523308,7.60476657077867,1,0,1
15.17799926,0.0014421,97.3468,340.7829,66.5309,108.2144,88013,9.9067e-05,1.941e-05,0.0,6890.628,94.874,522.43,502.556,19.873999999999967,6890.620834940712,7.605705157923252,1,0,1
15.19109086,0.0014466,97.3396,344.3418,44.5159,315.7235,91878,0.00010333,2.107e-05,0.0,6886.669,94.792,518.496,498.572,19.92399999999997,6886.661794296917,7.607891023137749,1,0,1
14.06630333,0.0168398,99.1282,308.4287,287.3828,70.8986,65976,0.00020291,3.35e-06,0.0,7249.063,102.372,993.0,748.855,244.145,7248.035086595757,7.415286765256912,1,0,1
14.2567994,0.0138917,98.8462,314.7916,167.9678,192.4877,66874,0.00019313,4.61e-06,0.0,7184.344,101.004,906.012,706.407,199.6049999999999,7183.650751610917,7.4486115884598,1,0,1
14.50819531,0.0062746,74.0468,96.1324,153.144,21.3127,65846,0.0014354,5.778e-05,0.0,7101.11,99.254,767.532,678.418,89.11400000000003,7100.970211125089,7.492137993189017,1,0,1
14.80040081,0.0029472,74.0021,87.8674,242.1203,117.6987,66660,0.0013079,9.957e-05,0.0,7007.335,97.295,649.852,608.548,41.30399999999997,7007.304567120615,7.542102801577088,1,0,1
14.46394813,0.0062597,74.0325,95.6746,188.3674,185.2058,65482,0.00098502,3.599e-05,0.0,7115.585,99.558,781.991,692.908,89.08299999999997,7115.445590647714,7.484513609036218,1,0,1
14.5687828,0.0022513,74.0015,310.2027,253.8482,106.0204,66071,0.00061368,2.733e-05,0.0,7081.409,98.841,719.216,687.331,31.88499999999999,7081.391054441625,7.502552593788564,1,0,1
